name,degree.total,degree.in,degree.out,strength.total,strength.in,strength.out,between,Category
javierburonc,86,17,69,132.2,26.4,105.8,1734.089806,
heysailortweets,86,17,69,58.7,15.7,43,2260.417272,
mrmillside,85,16,69,91.7,15.2,76.5,10.72896743,
sarahjfc,83,14,69,148.7,33.9,114.8,3729.386534,
LauraKnowledge,82,13,69,113.2,15.3,97.9,3482.64009,
HollowAsh,77,8,69,84.2,9,75.2,1.845654773,
msams_cov,76,7,69,93.4,6.3,87.1,8788.11806,
TeleProperty,1461,1393,68,2880.8,2803.4,77.4,11076.49876,
RealBobMortimer,660,592,68,659.6,592.7,66.9,12821.15035,
housetohome,575,507,68,876.7,799.7,77,15.21603853,
WhoseShoes,377,309,68,449.2,381.8,67.4,15485.26174,
WhichNews,317,249,68,580.5,343.9,236.6,112314.9196,
zerohedge,274,206,68,328.3,268.4,59.9,23630.02449,
OffshoreWINDbiz,182,114,68,234.9,162.4,72.5,261.1233187,
ExcelAsStandard,174,106,68,857,506.7,350.3,57835.19408,
Ts_and_Bs,159,91,68,217.3,119.9,97.4,21612.8919,
CoralWindowsUK,156,88,68,194.8,98.9,95.9,20647.08076,
bakersofholt,152,84,68,154.9,88.8,66.1,0,
RNC_Hereford,143,75,68,123.4,70.4,53,29319.62144,
TDAG_TalkTree,138,70,68,186.9,76.5,110.4,19106.60066,
ostickwilliams,127,59,68,190.4,83.4,107,1597.7192,
RAIC_IRAC,124,56,68,346.1,132.3,213.8,7203.61135,
kirkdemocracy,122,54,68,118.8,51.8,67,19525.00299,
Barkingside21,110,42,68,137.7,49.6,88.1,6268.242401,
ecgoodman,107,39,68,112.7,39.8,72.9,17332.81243,
mfretwell,101,33,68,109.6,33.5,76.1,636.5738086,
James_Knights,97,29,68,124.5,31,93.5,0,
HopkinsonJim,97,29,68,118.2,39.2,79,7509.949618,
comtec_live,94,26,68,90.3,21.7,68.6,66977.22091,
mbkingsmill,87,19,68,97.2,20.1,77.1,3162.196273,
wadebutler_yyc,86,18,68,87.4,18,69.4,28.52452072,
BluewireHub,84,16,68,93.3,12.7,80.6,479.5200578,
StefaniaBortolo,82,14,68,371.4,36.3,335.1,947.9803257,
EmmaFin_AAG,81,13,68,78.1,11.5,66.6,4143.429865,
JoMaclean28,71,3,68,73.3,3.1,70.2,0,
Alex_Verbeek,847,780,67,1145.5,1079.5,66,77374.4066,
ReutersUK,674,607,67,643,575.6,67.4,76.87477501,
SussexUni,546,479,67,567.2,527.2,40,199699.5408,
CostaCoffee,492,425,67,463.1,395.8,67.3,98433.80016,
loosewomen,330,263,67,303.9,248.3,55.6,79200.7621,
SmythsToysUK,282,215,67,478.7,399.7,79,46607.02543,
JHowellUK,272,205,67,251.6,201.8,49.8,5557.559832,
CRESR_SHU,203,136,67,307.6,172.1,135.5,4092.925014,
CMJamesKen,178,111,67,264.6,187.1,77.5,32420.04971,
milfordwindowco,174,107,67,253.9,126.9,127,8809.29125,
J_Balian,171,104,67,252.6,170.2,82.4,16.15234276,
dartmoornpa,169,102,67,202.9,124.8,78.1,7630.040526,
SedgemoorDC,168,101,67,219.1,114.9,104.2,11100.93197,
DonnyFreePress,166,99,67,174.3,106.9,67.4,343.0510952,
awardingbodies,138,71,67,178.5,97.2,81.3,8912.837252,
MarkWrayArch,137,70,67,196,90.7,105.3,1775.08505,
SoniaDesloges,113,46,67,135.9,50.8,85.1,6228.101958,
1PropertyRepair,110,43,67,154.8,62.7,92.1,33811.61384,
DynamelecLtd,109,42,67,121.7,49.7,72,213.4998771,
AmyWorsley85,106,39,67,151.8,49.3,102.5,5.349404762,
jameschau,97,30,67,118.5,39.8,78.7,3279.382874,
HousingASBnews,97,30,67,110.4,35.2,75.2,16.7664665,
the_other_mj,89,22,67,86.9,22.2,64.7,3269.7033,
PurbeckAdvice,88,21,67,119.7,27.4,92.3,3126.251021,
PymesConuee,86,19,67,431.8,229.2,202.6,23251.05287,
annahemmings,86,19,67,63.6,18.9,44.7,18195.40098,
MEJerseyGirl,84,17,67,88,21,67,0.082967033,
BernardWatsonUK,83,16,67,143.4,27.3,116.1,2075.982408,
Cuil_Bay,82,15,67,117.7,28.1,89.6,1537.863506,
suzlefb,79,12,67,121,25.5,95.5,0,
hadiabulrub,79,12,67,104.9,17.2,87.7,28588.10899,
demographik,76,9,67,87.6,8.4,79.2,138.6421517,
Sam_Norman2209,75,8,67,74.1,3.1,71,36113.97988,
EDMGroupGlobal,74,7,67,78.5,8.8,69.7,843.6628912,
HertsLetSU,72,5,67,75.1,7,68.1,0,
Number10cat,1146,1080,66,871.4,861.5,9.9,679903.9262,Junk
RadioHumberside,290,224,66,336,264.6,71.4,50739.08756,
CarbonBuzzOrg,257,191,66,345.5,206.2,139.3,42.83216589,
Plusnet,238,172,66,304,258.1,45.9,54651.22654,
tradegovuk_NW,226,160,66,475.9,248.2,227.7,24107.89207,
FrugalGaming,198,132,66,235.6,171.4,64.2,2316.353393,
Keithbottomley,166,100,66,181.8,106,75.8,42857.3025,
ish_frankfurt,164,98,66,170.9,115.8,55.1,21331.48162,
LSEGplc,142,76,66,132.2,77.6,54.6,22901.19757,
FM_Conference,141,75,66,177.5,99.2,78.3,533.0663314,
MickFildes,138,72,66,322.6,118.6,204,39192.01482,
WorshipCleaners,130,64,66,157.6,80.9,76.7,514.4990976,
AQS_Bucks,122,56,66,224.1,93.2,130.9,33650.00257,
LerchBates,116,50,66,116.1,50.1,66,6.705681116,
YGNRegions,111,45,66,164,49,115,17.78981914,
VPS247_UK,105,39,66,111.1,36.5,74.6,7204.868827,
D_Bailey_DLG,104,38,66,230.9,91.2,139.7,4156.459224,
JackBrayfordESH,104,38,66,165.5,63.1,102.4,3810.133452,
dannydewar,103,37,66,129.9,43.1,86.8,2365.587082,
SKA_telescope,98,32,66,121.9,43.3,78.6,4715.163596,
FITZ_Architects,96,30,66,137.4,39.5,97.9,272.709525,
FIEC_Brussels,95,29,66,249,80.2,168.8,211.0051776,
explore_digital,95,29,66,118.6,45.1,73.5,185.2012193,
ECOUNESCO,90,24,66,112.7,26,86.7,0,
desk_design,90,24,66,154.3,84.1,70.2,0.067314619,
HadlowGroupABC,89,23,66,146.9,53.2,93.7,969.1077134,
LeedsUniCPD,89,23,66,91.8,21.6,70.2,32.04055483,
danish_tm,86,20,66,142.1,37.9,104.2,835.8579802,
Eco_Centre,85,19,66,92.7,21.5,71.2,588.0822493,
SandersonPLC,84,18,66,101.5,18.3,83.2,12222.51261,
EGLSolicitors,83,17,66,94.8,28.3,66.5,4170.829782,
andydlgray,78,12,66,66,10.4,55.6,351.4298855,
constattooing,75,9,66,47.7,8.2,39.5,3908.022634,
WagtailCal,74,8,66,119.3,7.2,112.1,203.0131544,
AshbourneUpdate,74,8,66,74,8,66,0.016666667,
TandemMelb,71,5,66,96,5.1,90.9,0.083630594,
achrisevans,1169,1104,65,1158.6,1090.6,68,41456.03689,
LewisHamilton,603,538,65,753.9,649.9,104,4075.080254,
alicerawsthorn,367,302,65,637.3,552,85.3,52960.00986,
jasonhawkesphot,320,255,65,342.4,294.3,48.1,196019.5201,
jakeandnayns,196,131,65,256.3,229.9,26.4,2239.059098,
LettingFocus,195,130,65,236.2,154.9,81.3,1909.425318,
pearsonplc,183,118,65,185.8,120.9,64.9,375.6652008,
homesafetyUK,157,92,65,381.7,257.4,124.3,4618.657393,
visualisingdata,155,90,65,111.4,88.3,23.1,17051.36871,
SonnyDhamu,127,62,65,247.4,129.4,118,0.125,
slwinfo,125,60,65,190.8,78.9,111.9,53.16135601,
studioKAP,107,42,65,135.6,50.2,85.4,875.4487005,
ADPEddieWeir,102,37,65,206.8,61.7,145.1,14522.35267,
Intel_Boiler,100,35,65,100,35,65,0.262997331,
SophieCox89,97,32,65,159.1,75.9,83.2,13491.68589,
BradEstates,91,26,65,105.4,32.9,72.5,1291.456215,
iamsuzy_jones,90,25,65,164.9,53.3,111.6,482.4882152,
HanGallimore,88,23,65,63.8,15.1,48.7,100254.8715,
Natsol1,82,17,65,100.6,17.2,83.4,0.5,
Dementia_Hub,79,14,65,75.6,10.7,64.9,1883.994754,
HousingInitUK,76,11,65,94.1,12,82.1,0,
creyesabreu,74,9,65,116.2,12,104.2,42260.5094,
rowlandbroughtn,73,8,65,77.6,8.1,69.5,1.429103861,
DDMobility,73,8,65,76.1,13,63.1,0,
ariannahuff,811,747,64,763,745.7,17.3,56028.07821,
Cmdr_Hadfield,714,650,64,668.5,643.4,25.1,75499.93063,
J_Ennis,678,614,64,669.7,605,64.7,5393.974147,
myLondis,274,210,64,958.6,942.3,16.3,107988.3905,
GleesonHomes,267,203,64,282.4,211.3,71.1,40.0806187,
ftmoney,251,187,64,373.4,239.9,133.5,15105.11442,
colegllandrillo,179,115,64,225.1,143.2,81.9,21888.74435,
PMvoices,169,105,64,245.2,145,100.2,74.14077769,
Sewell_Group,162,98,64,230.8,149,81.8,8138.240357,
brelpcb,146,82,64,184.9,89.6,95.3,6511.841097,
WaverleyHousing,145,81,64,271.7,116,155.7,234.2425314,
cwa_college,144,80,64,128.3,80.4,47.9,26952.57558,
TimberComposite,129,65,64,445.4,320.5,124.9,6391.295058,
BIFM_PeterB,120,56,64,253.3,77.5,175.8,164.0540064,
deArchitectNL,117,53,64,154.2,86,68.2,1.710742492,
CBTofficial,115,51,64,165.5,70.5,95,44557.76463,
PBSConstruct,106,42,64,127.2,44.4,82.8,16336.93392,
contractlifting,106,42,64,106.4,42.4,64,0.920838697,
PracticalFM,99,35,64,88.5,24,64.5,111201.6196,
CIBSENSW,95,31,64,142.6,40,102.6,0.129411765,
AshIlsen,92,28,64,377.1,154.1,223,2625.537307,
ProduceBizUK,89,25,64,88.4,22.7,65.7,0,
lumenata_light,87,23,64,75.7,19.8,55.9,21380.00295,
Kunlebarker,86,22,64,136.8,41,95.8,298.900027,
StBrendansSFC,86,22,64,84.9,22.4,62.5,8.18505564,
nikigorick,79,15,64,85,14.8,70.2,4283.393998,
marcin_figiel,78,14,64,132.6,21,111.6,12.24780478,
BlissDromore,73,9,64,60.4,7.5,52.9,976.9753294,
paulconstant,73,9,64,50,7.3,42.7,6196.867473,
BakerStreetProp,72,8,64,125.8,15.2,110.6,0,
alphatoomega01,71,7,64,67.9,3.8,64.1,716.2789875,
mattyrich100,67,3,64,61.6,2.4,59.2,10.71373947,
thenewsparks,66,2,64,62.9,2.2,60.7,0,
UKMoments,636,573,63,317.6,279.5,38.1,524163.8224,
PaulPolman,611,548,63,1526.2,1462.4,63.8,50997.4522,
DStrongConsult,291,228,63,296,232,64,5.986161906,
rahmstorf,235,172,63,423.6,249.1,174.5,8959.024202,
everflowpdh,215,152,63,218.3,153,65.3,142.6439041,
PsycheFashion,211,148,63,271.1,224.7,46.4,3155.945437,
BuiltEnvTeam,192,129,63,237.6,155.1,82.5,3133.324609,
Michelleupnorth,184,121,63,203.6,138.4,65.2,82.85208077,
FranklinGrimsby,178,115,63,178.2,114.3,63.9,19323.71784,
bustlernet,174,111,63,629.7,278.6,351.1,58008.57079,
triedtestedUK,170,107,63,233.4,182.2,51.2,17607.16155,
TEToday,157,94,63,391.4,316.3,75.1,177.0196746,
MichaelWadood,150,87,63,483.5,194,289.5,67859.91027,
OrwellHousing,145,82,63,229.7,132.6,97.1,1082.618251,
nearneighbours,145,82,63,148.7,83.7,65,12962.10284,
GoUltraLowNottm,121,58,63,176.2,77.6,98.6,106887.672,
carehomepro,119,56,63,170.3,100.2,70.1,0.17989418,
CohenCohen31,118,55,63,187.8,60.9,126.9,13652.13655,
BarnetWindowCo,116,53,63,186.6,70.4,116.2,2,
CTPinfo,112,49,63,130.7,57.4,73.3,9911.635286,
HKDEnergy,102,39,63,174.3,63.2,111.1,60.480605,
MerristWood,92,29,63,106.1,37.5,68.6,17251.58381,
DundeeTS,91,28,63,122.2,29.2,93,677.4075286,
cleanenergyco,86,23,63,120.3,31.1,89.2,6.433935022,
CGNaylorLLP,85,22,63,91.2,22.7,68.5,687.6741602,
sblankfield,84,21,63,97.6,18,79.6,1251.364269,
lushgardens,84,21,63,100.5,29.3,71.2,754.8205438,
drorpoleg,81,18,63,109.1,22.7,86.4,1812.700031,
ethoslabmx,74,11,63,72.9,9.5,63.4,11.75141044,
kateclifford5,73,10,63,112.7,11.6,101.1,7477.178925,
mbrownie90,73,10,63,61.8,9.2,52.6,593.672943,
PipMacB,73,10,63,53.2,5.7,47.5,112968.9711,
YonishKeith,68,5,63,109.1,6,103.1,820.6835779,
des_olade,68,5,63,93.9,7.6,86.3,0.032258065,
pompey_bob,66,3,63,54.4,1.2,53.2,246.6059759,
bondmedia,66,3,63,36.5,4,32.5,0,
gill_wren,66,3,63,21.4,3.4,18,0,
tlanebuilding,461,399,62,536.9,444.6,92.3,86.21382016,
ananavarro,326,264,62,287.9,227.5,60.4,18322.41001,
covtelegraph,307,245,62,321.6,263.7,57.9,62783.34676,
colglo,275,213,62,318.1,219.9,98.2,13911.90541,
Gocompare,268,206,62,288,248.5,39.5,85189.73654,
LeeRowswell,232,170,62,831,607.6,223.4,108473.8278,
lordparry,174,112,62,164.3,114.2,50.1,2752.593929,
dpr_barcelona,145,83,62,178.9,107.7,71.2,2232.994167,
IrishPlanInst,131,69,62,273.1,117.9,155.2,0.531032363,
ansell_lighting,120,58,62,140.7,58.3,82.4,7029.412265,
damo8310,110,48,62,109.5,48,61.5,12.04814699,
CupcakeMumma11,107,45,62,78.5,37.7,40.8,27601.98542,
YorkPolReview,90,28,62,91.8,27.3,64.5,65.50635684,
Rooflights_Shop,87,25,62,98.5,25.2,73.3,24.52979083,
MumFriendlyJo,86,24,62,77.1,19.7,57.4,8347.708175,
swilkinson58,84,22,62,142.5,24.7,117.8,484.5339159,
chaoxity,78,16,62,82.8,20,62.8,0,
AaronYeoman,75,13,62,70,12.9,57.1,4628.693638,
UOWStuHousing,74,12,62,98.5,15,83.5,0,
AirApparentUK,72,10,62,29.8,5.5,24.3,38845.86377,
jonfoldesi,70,8,62,73.7,11,62.7,0,
pioneerthanet,69,7,62,112.3,6.2,106.1,53.44056021,
BRBostock,69,7,62,72.4,8,64.4,0,
maxwilby13,69,7,62,64.4,7.3,57.1,0,
DiogoFFilipe,69,7,62,54.1,11,43.1,0,
iainh1,68,6,62,67.7,6.1,61.6,0,
dd1961,64,2,62,72.8,0.4,72.4,783.3844633,
Morrisons,664,603,61,656.6,640.3,16.3,410001.9886,
ILoveCornwallUK,366,305,61,626.6,558,68.6,56312.94949,
StaffordCollege,213,152,61,213.9,150.4,63.5,13789.29955,
woodsofwindsor1,209,148,61,259.4,204.3,55.1,11637.3869,
HBSLimited,198,137,61,288.8,176.2,112.6,4704.150965,
CambridgeK1,161,100,61,308.9,200.3,108.6,91.30991812,
EMPaving,105,44,61,126.3,59.9,66.4,119.6676089,
S_WilkinsonEY,99,38,61,113.5,43.2,70.3,2839.77816,
Sam_Cookney,98,37,61,82.8,37.7,45.1,16545.33353,
AlexEvans121,96,35,61,889.6,83.4,806.2,9548.916433,
inaki_bdp,92,31,61,384.5,137.6,246.9,5791.248071,
PCUBED,92,31,61,124.7,52,72.7,17393.89793,
DalrympleRennie,86,25,61,154.7,29.9,124.8,1717.737561,
Barrs_Court,80,19,61,105.5,26.1,79.4,3.888312369,
nelsonmojarro,78,17,61,188.9,42.2,146.7,40644.67692,
display_smart,77,16,61,83.5,16.7,66.8,1077.857288,
recovery_focus,75,14,61,87.8,19,68.8,6.033066521,
ThirdSpace2012,74,13,61,80.3,13.5,66.8,4420.361138,
S3_ERA,73,12,61,93.4,22.3,71.1,1198.676106,
stevenparkerseo,72,11,61,72.7,9.7,63,242.9935398,
OxfamCheltenham,68,7,61,76.8,6.1,70.7,56.31332286,
KelliannMc,67,6,61,62.8,5.3,57.5,879.883235,
Dave_Betts,65,4,61,99.2,8.2,91,43.25460789,
nevmandimika,63,2,61,68.5,3.1,65.4,0,
brainpicker,844,784,60,916.8,864.2,52.6,87463.10656,
politico,694,634,60,703.8,643.7,60.1,7252.528264,
BritAthletics,339,279,60,332.8,271.9,60.9,113273.8444,
createrra,324,264,60,654.1,457.6,196.5,13776.50375,
JohnProfusion,235,175,60,301.6,182,119.6,199.7698014,
IoBM_News,228,168,60,281,206.2,74.8,59248.95761,
FIAFormulaE,222,162,60,265.3,203.9,61.4,3576.767285,
Nigel_Shadbolt,209,149,60,228.5,157.6,70.9,6379.109646,
CorDEX_IS,206,146,60,253.9,215.6,38.3,35527.4973,
pilkingtonglass,205,145,60,569.6,418.7,150.9,77334.771,
BridgendCBC,202,142,60,220.9,156.8,64.1,17881.44636,
EdwardGarnier,178,118,60,162.6,119.1,43.5,8.655444842,
LeedsSolar,142,82,60,249.8,161.5,88.3,1659.399479,
S6F,131,71,60,135.6,73.2,62.4,9605.567724,
SESWater,121,61,60,209.5,105.8,103.7,8584.532121,
parallelproject,120,60,60,123.4,61.6,61.8,24539.69305,
nlakeland,110,50,60,95.4,44,51.4,15188.14027,
faroeurope,109,49,60,163.4,75.5,87.9,2406.347221,
MajDesignsUK,107,47,60,162.8,67.9,94.9,3008.582381,
WellingtonLtd,103,43,60,321.5,159.6,161.9,76.01101141,
BohleLtd,102,42,60,114,47.6,66.4,6108.101977,
Mike_Baynham,100,40,60,192,85.6,106.4,1451.56728,
OwenGower1,97,37,60,118.4,38.3,80.1,866.5317765,
BWagstaffe,90,30,60,137.3,57.2,80.1,14.61008123,
RosemaryCareer,88,28,60,128.8,45.6,83.2,9031.903941,
Markiewhitehead,76,16,60,85,14.3,70.7,3560.433117,
MariaSeabright,74,14,60,344.1,33.8,310.3,0,
richhampshire,74,14,60,151.6,31.6,120,1869.780561,
frances_mckeown,71,11,60,179.5,29,150.5,1042.643022,
Bags_of_Taste,68,8,60,65.6,8.5,57.1,0,
ip_grupo,63,3,60,63,3,60,0,
TheSun,811,752,59,749.7,707.6,42.1,171569.4968,
williamnhutton,784,725,59,764.7,712.5,52.2,12898.80227,
idealhome,748,689,59,905.9,846.8,59.1,1142.646014,
InteriorDesign,714,655,59,1053.4,957,96.4,3235.807147,
copenhagenize,288,229,59,385.9,292.3,93.6,124996.5762,
WilberforceSFC,188,129,59,205,130.4,74.6,19827.64126,
FMJ_Sara,171,112,59,222.9,140.3,82.6,5782.515836,
clivehollick,165,106,59,164.2,106.4,57.8,1.714489214,
CIBSEYEN,162,103,59,270.8,124,146.8,6223.2571,
alphabetsuccess,159,100,59,118.6,38.8,79.8,1893.114327,
architectoxford,142,83,59,193.5,113.5,80,238.7873076,
qmcollege,133,74,59,129,73.2,55.8,5331.705052,
KellyTComms,131,72,59,205,99.9,105.1,2139.339913,
UoNCapProj,126,67,59,271.9,128.9,143,4327.74543,
BroadsNP,126,67,59,145.4,61.7,83.7,76440.46605,
sunrisewindows1,125,66,59,139.4,77.2,62.2,24.98145069,
ucddublin,120,61,59,173.7,103.5,70.2,1467.67803,
ThePMChannel,120,61,59,127.6,63.3,64.3,66.26421092,
JamalBlades,98,39,59,63.9,37.1,26.8,7580.848285,
elhijodevera,96,37,59,137.5,70.6,66.9,3692.846935,
GuyCooper15,92,33,59,308.5,35.7,272.8,14.46452193,
maclighter,89,30,59,169.3,61.8,107.5,6209.59513,
HardiesProperty,86,27,59,120,40.2,79.8,4.868790811,
GleedsUSA,86,27,59,97.2,31.6,65.6,1128.172728,
KenDooley,84,25,59,128.5,46,82.5,255.5802909,
sedulogroup,83,24,59,82.8,22,60.8,13843.28831,
RSG_Plc,82,23,59,111.5,39.6,71.9,14450.60307,
Daisylets,81,22,59,91.2,22.1,69.1,1124.680195,
Sarah54degrees,80,21,59,77.9,19.9,58,1102.856884,
StephenLloydJ,79,20,59,74.7,26.2,48.5,15762.03812,
RMRHomes,74,15,59,103.3,22.7,80.6,52.93480619,
EliciaJacobs,68,9,59,69.7,10,59.7,1589.118853,
4dementiacarers,66,7,59,73.8,8.9,64.9,10.5,
richardinkl,66,7,59,38.2,3.7,34.5,27344.72675,
SunPedal_Ride,64,5,59,102.5,34,68.5,0,
susietrexler,63,4,59,273.7,6.9,266.8,8.945781629,
Burmese7,61,2,59,61.2,3,58.2,0,
Kevin_McCloud,2105,2047,58,2297.2,2185,112.2,17054.33284,Junk
thesundaytimes,1198,1140,58,1310.7,1173.3,137.4,124561.0471,
virginmedia,544,486,58,455.8,428.4,27.4,259727.5264,
RT_com,484,426,58,543.6,450.3,93.3,9496.496023,
belfastcc,340,282,58,422.1,360.2,61.9,48222.43287,
jnlbusiness,335,277,58,406,348.1,57.9,19157.50862,
BBCShropshire,221,163,58,242.8,179.4,63.4,6763.196767,
DIONO_UK,216,158,58,274.8,200.6,74.2,1261.761666,
dickpalmerccn,212,154,58,311.3,180.5,130.8,7478.12796,
jellybellyAF,204,146,58,656.6,610.9,45.7,85.41050348,
wycombedc,191,133,58,203.2,138,65.2,23528.24457,
FableticsEU,174,116,58,190.7,170.6,20.1,29112.14556,
ProtecRoofingLd,169,111,58,219.4,118.1,101.3,2.16560209,
NatWestMentor,136,78,58,169.4,80.3,89.1,53370.34225,
DardantGroup,132,74,58,137.5,74,63.5,60.29566551,
RegenMedia,122,64,58,212.8,88.2,124.6,22769.24804,
TheDetailTV,115,57,58,112.6,57.2,55.4,619.8680991,
OSullivanRoofin,103,45,58,162.2,44.4,117.8,4224.506183,
UTC_CCS,102,44,58,245.6,89.2,156.4,210.9186075,
PatersonLorella,100,42,58,172.8,72.8,100,18577.84523,
JonesJourno,98,40,58,81.7,40.2,41.5,140.9598517,
WernerLadderUK,97,39,58,172,43.8,128.2,492.7422416,
Altus_Group,97,39,58,132,57.9,74.1,1328.191764,
sales_i,95,37,58,96.9,40.2,56.7,145.2244248,
maggiesmanc,94,36,58,141.3,63.8,77.5,15973.91744,
Lord_ofWarwick,93,35,58,92.7,35,57.7,2.044444444,
NathanNWE,91,33,58,404.2,37.8,366.4,41311.33232,
ICBCharllotte,91,33,58,135.1,53.8,81.3,5.430624854,
WMLandlordConf,89,31,58,198.1,116.1,82,2492.647843,
IBTimesUKBiz,88,30,58,83.3,25.2,58.1,0,
TopUpConsultant,84,26,58,129.6,36.2,93.4,939.5301697,
UBGreenStudents,79,21,58,145,27.4,117.6,90.15245374,
Structural_Fabs,72,14,58,117.8,17,100.8,592.5663945,
davewilkins1979,72,14,58,35.5,14.2,21.3,20172.5794,
UEAConf,70,12,58,79.5,10.9,68.6,4338.015943,
kritikalyork,68,10,58,150.7,22.5,128.2,0,
KatHayden_ZG,61,3,58,140.3,1.3,139,54.24412041,
oakesy999,61,3,58,53.1,3.1,50,1648.438587,
consult_chris,60,2,58,62.8,1.2,61.6,1,
CERN,525,468,57,533.7,476.2,57.5,524.4139724,
SpaceX,490,433,57,498,436.5,61.5,1347.27731,
FragranceDirect,256,199,57,468.4,421.7,46.7,5572.265966,
BreckCouncil,173,116,57,191.8,124.4,67.4,25890.60371,
Openenergymon,145,88,57,397.5,207.6,189.9,16.83157632,
mayoredlee,135,78,57,252.2,162.1,90.1,4220.858693,
OGAuthority,120,63,57,161.9,76.6,85.3,1567.742262,
Business_Evolve,117,60,57,138,69.5,68.5,24571.42379,
SwedenGBC,113,56,57,289.7,97.7,192,6.929018058,
Chiron_INC,106,49,57,132.9,78.5,54.4,622.0038008,
PlanningUOM,100,43,57,191.2,69.1,122.1,1.133443201,
fesmanfaisal,96,39,57,302.5,73,229.5,1956.795011,
thepatronslunch,96,39,57,93.8,37.9,55.9,2626.006253,
_BESTproperty,89,32,57,196.1,32.2,163.9,248.6994811,
GasSaver97,85,28,57,87.1,29,58.1,4.061224372,
SxHousingCare,79,22,57,94.9,25.1,69.8,1.408333333,
NYUSchack,77,20,57,170.2,36.6,133.6,269.3721932,
motor_mouthuk,75,18,57,75.4,19.2,56.2,15025.88387,
CranfieldDefSec,72,15,57,107.7,18.2,89.5,2844.353817,
warnersdigital,72,15,57,85.8,17.1,68.7,0.087053571,
Lalaland18,71,14,57,136.7,30.3,106.4,0,
BarendrechtArie,65,8,57,77.3,12.9,64.4,48.30467587,
lionsofficial,401,345,56,491.1,408.2,82.9,139783.3951,
EnfieldCouncil,350,294,56,373.1,324.8,48.3,101012.8829,
historyinmoment,302,246,56,308,252,56,3229.951353,
BunzlCleaning,253,197,56,397.3,352.2,45.1,12721.13752,
EntertainerToys,252,196,56,318.9,274.2,44.7,22780.16889,
damart_uk,248,192,56,328,287.5,40.5,11996.7678,
spaceanswers,241,185,56,275.3,216.2,59.1,765.4706794,
andyricketts,190,134,56,184.8,130.7,54.1,1271.587409,
cirencoll,183,127,56,181.4,130.4,51,24745.88065,
weatherwellroof,154,98,56,215.7,141.2,74.5,829.4005516,
Mushtaq_NewCh,143,87,56,389.1,115.8,273.3,6240.278763,
UKOOGroup,133,77,56,166.1,105.7,60.4,6347.354305,
OBPlastics,112,56,56,112.5,57,55.5,3.301559531,
TheIHE,104,48,56,124.7,60.6,64.1,1610.64492,
HartleyGlazing,96,40,56,97.4,41.2,56.2,0.21546101,
ShireLiving,87,31,56,208.7,89.7,119,0.50462963,
ArtexLtd,85,29,56,110.2,36.5,73.7,25.23357068,
savenewsonsyard,79,23,56,88.9,29.9,59,156.9008551,
ajwilcox,77,21,56,76.4,20.7,55.7,1477.129409,
trusted_dealers,74,18,56,78.3,23.2,55.1,492.3322925,
cahirstworks,73,17,56,69.4,28.4,41,18416.38295,
JonRowling_TFT,71,15,56,86.3,23.6,62.7,433.6886384,
thijsmaartens,69,13,56,120.2,20.7,99.5,341.4022111,
EmjayPRLtd,69,13,56,89.7,28.3,61.4,944.3984746,
LT_WiltsColl,67,11,56,77.8,21.1,56.7,1995.967458,
Moose_Chan,57,1,56,56.2,0.2,56,4.866666667,
PropertyWire,986,931,55,2167.1,2104.9,62.2,12.65514095,
ajplus,700,645,55,592.3,552.9,39.4,143642.8449,
WOBUK,605,550,55,624.2,611,13.2,159411.1351,
AcademiaObscura,381,326,55,203.7,177.6,26.1,90981.22644,
jcaccont,318,263,55,349.2,271,78.2,0.467208974,
ASPolice,272,217,55,263.5,216.6,46.9,62843.19652,
CartridgeSave,256,201,55,310.9,256.7,54.2,15207.18763,
EstherMcVey1,197,142,55,195.4,148.9,46.5,27213.01984,
trevorjwoods,144,89,55,166.6,103.7,62.9,5020.567004,
CountrysWindows,137,82,55,172.6,101.4,71.2,52.76411852,
RobinWGrimes,134,79,55,169.3,108.5,60.8,7263.831127,
NorwichLanes,133,78,55,129.9,72,57.9,21490.71717,
PropertyMermaid,121,66,55,123.6,67.2,56.4,1094.216482,
FarmersCompany,118,63,55,129.4,60.9,68.5,122.6480697,
EastNorfolk,113,58,55,111.2,53.2,58,9940.811758,
KM_Leadwork,94,39,55,136.7,54.2,82.5,54.3348743,
plantbiology,88,33,55,120.4,34.8,85.6,882.2500106,
mlplumbandheat,80,25,55,108.6,32.2,76.4,448.1012921,
MarketingSW,77,22,55,147.4,28.1,119.3,18101.7853,
CycloneEnergyGr,77,22,55,138.2,64.9,73.3,1436.939352,
tslandscaping1,76,21,55,163.7,110.7,53,0,
ImpactbyLaura,75,20,55,75.4,20.1,55.3,7.55,
SwanseaYGs,71,16,55,92.1,17,75.1,0,
CummingCorp,66,11,55,65.2,9.6,55.6,1581.870506,
darrenparrett,64,9,55,84.2,20,64.2,0,
photoursz,64,9,55,63.2,5.4,57.8,1282.287748,
PixelPoi,63,8,55,53.8,5.6,48.2,6178.022043,
NickBraap,59,4,55,60.6,5,55.6,64.41820254,
ceastgate,58,3,55,41.3,3.1,38.2,0,
krahman,57,2,55,58.1,2,56.1,4.723864235,
SirPatStew,642,588,54,571.4,522.9,48.5,65710.13221,
rtmnews,331,277,54,360,314.8,45.2,134496.8554,
TobyToymaster,262,208,54,475.3,419.3,56,922.8497159,
cohorted,225,171,54,594.8,558,36.8,2261.93509,
