"archcode","ndwel","nsample","age.Q1","age.Q2","age.Q3","sap.Q1","sap.Q2","sap.Q3","windows.Q1","windows.Q2","windows.Q3","doors.Q1","doors.Q2","doors.Q3","floorarea.Q1","floorarea.Q2","floorarea.Q3","groundfloorarea.Q1","groundfloorarea.Q2","groundfloorarea.Q3","control.Q1","control.Q2","control.Q3","radcontrol.Q1","radcontrol.Q2","radcontrol.Q3","solararea.Q1","solararea.Q2","solararea.Q3","intwallarea.Q1","intwallarea.Q2","intwallarea.Q3","intwallarea.extwalls.Q1","intwallarea.extwalls.Q2","intwallarea.extwalls.Q3","intwallarea.extpartywalls.Q1","intwallarea.extpartywalls.Q2","intwallarea.extpartywalls.Q3","intwallarea.frontwall.Q1","intwallarea.frontwall.Q2","intwallarea.frontwall.Q3","extwallarea.Q1","extwallarea.Q2","extwallarea.Q3","extwallarea.front.Q1","extwallarea.front.Q2","extwallarea.front.Q3","extwallarea.exceptfront.Q1","extwallarea.exceptfront.Q2","extwallarea.exceptfront.Q3","extwindowarea.Q1","extwindowarea.Q2","extwindowarea.Q3","dpcperim.Q1","dpcperim.Q2","dpcperim.Q3","nfloors.Q1","nfloors.Q2","nfloors.Q3","roofareaplan.Q1","roofareaplan.Q2","roofareaplan.Q3","roofareaslope.Q1","roofareaslope.Q2","roofareaslope.Q3","ceilingground.Q1","ceilingground.Q2","ceilingground.Q3","ceilingfirst.Q1","ceilingfirst.Q2","ceilingfirst.Q3","imd.Q1","imd.Q2","imd.Q3","gasgrid.yes","tank.wellins","wallins","loftins","citycentre","otherurban","suburban","ruralres","villagecentre","rural","own","rent.private","rent.la","rent.rsl"
"I-B-B-A-A-A-G",920,1,1860,1860,1860,63.66,63.66,63.66,1,1,1,5,5,5,87.56,87.56,87.56,87.56,87.56,87.56,0,0,0,2,2,2,21.89,21.89,21.89,166.65,166.65,166.65,296.603333333333,296.603333333333,296.603333333333,293.723333333333,293.723333333333,293.723333333333,148.301666666667,148.301666666667,148.301666666667,299.483333333333,299.483333333333,299.483333333333,149.741666666667,149.741666666667,149.741666666667,149.741666666667,149.741666666667,149.741666666667,770.1,770.1,770.1,137.68,137.68,137.68,6,6,6,1504.52,1504.52,1504.52,1818.95,1818.95,1818.95,2.4,2.4,2.4,2.4,2.4,2.4,7,7,7,100,0,0,0,0,920,0,0,0,0,0,920,0,0
"I-C-A-A-A-A-B",910,2,1961,1968,1968,77.77,78.89,78.89,6,6,9,2,2,2,77.39,77.39,84.7,77.39,77.39,84.7,5,5,5,2,2,2,19.3475,19.3475,21.175,164.16,164.16,179.17,116.663333333333,164.751428571429,164.751428571429,113.783333333333,161.871428571429,161.871428571429,58.3316666666667,82.3757142857143,82.3757142857143,119.543333333333,167.631428571429,167.631428571429,59.7716666666667,83.8157142857143,83.8157142857143,59.7716666666667,83.8157142857143,83.8157142857143,287.34,398.52,398.52,65.66,85.2,85.2,6,7,7,337.94,494.37,494.37,412.28,603.13,603.13,2.4,2.4,2.4,2.4,2.4,2.4,1,2,2,100,0,100,0,0,500,410,0,0,0,0,0,910,0
"F-A-B-A-A-C-C",905,1,1942,1942,1942,51.77,51.77,51.77,5,5,5,2,2,2,54.4,54.4,54.4,54.4,54.4,54.4,5,5,5,1,1,1,13.6,13.6,13.6,130.67,130.67,130.67,65.25,65.25,65.25,65.25,65.25,65.25,16.3125,16.3125,16.3125,71.25,71.25,71.25,17.8125,17.8125,17.8125,53.4375,53.4375,53.4375,18.22,18.22,18.22,28.5,28.5,28.5,1,1,1,69.86,69.86,69.86,85.23,85.23,85.23,2.5,2.5,2.5,2.4,2.4,2.4,2,2,2,100,0,100,100,0,0,905,0,0,0,0,0,0,905
"H-A-B-A-A-A-D",903,1,1935,1935,1935,48.71,48.71,48.71,7,7,7,1,1,1,26.5,26.5,26.5,26.5,26.5,26.5,0,0,0,0,0,0,6.625,6.625,6.625,93.08,93.08,93.08,37.275,37.275,37.275,34.395,34.395,34.395,18.6375,18.6375,18.6375,40.155,40.155,40.155,20.0775,20.0775,20.0775,20.0775,20.0775,20.0775,14.88,14.88,14.88,16.7,16.7,16.7,2,2,2,38.06,38.06,38.06,46.43,46.43,46.43,2.4,2.4,2.4,2.6,2.6,2.6,2,2,2,100,0,0,100,0,903,0,0,0,0,0,0,0,903
"A-D-A-B-A-A-A",901,1,1964,1964,1964,71.4,71.4,71.4,10,10,10,2,2,2,92.92,92.92,92.92,46.46,46.46,46.46,5,5,5,1,1,1,11.615,11.615,11.615,200.89,200.89,200.89,102.96,102.96,102.96,99.84,99.84,99.84,34.32,34.32,34.32,112.32,112.32,112.32,37.44,37.44,37.44,74.88,74.88,74.88,28.8,28.8,28.8,21.6,21.6,21.6,2,2,2,56.45,56.45,56.45,62.72,62.72,62.72,2.6,2.6,2.6,2.3,2.3,2.3,5,5,5,100,0,100,0,0,0,901,0,0,0,901,0,0,0
"H-C-A-C-B-D-C",901,1,1957,1957,1957,54.11,54.11,54.11,17,17,17,2,2,2,121.32,121.32,121.32,121.32,121.32,121.32,5,5,5,2,2,2,121.32,121.32,121.32,271.12,271.12,271.12,257.58,257.58,257.58,254.7,254.7,254.7,128.79,128.79,128.79,260.46,260.46,260.46,130.23,130.23,130.23,130.23,130.23,130.23,369.28,369.28,369.28,130.6,130.6,130.6,4,4,4,463.32,463.32,463.32,463.32,463.32,463.32,2.4,2.4,2.4,2.4,2.4,2.4,2,2,2,100,0,0,0,0,901,0,0,0,0,0,0,901,0
"G-B-B-C-B-B-C",898,1,1880,1880,1880,43.75,43.75,43.75,8,8,8,1,1,1,61.54,61.54,61.54,61.54,61.54,61.54,5,5,5,1,1,1,61.54,61.54,61.54,141.14,141.14,141.14,58.892,58.892,58.892,56.012,56.012,56.012,29.446,29.446,29.446,61.772,61.772,61.772,30.886,30.886,30.886,30.886,30.886,30.886,99.65,99.65,99.65,27.6,27.6,27.6,6,6,6,95.14,95.14,95.14,99.32,99.32,99.32,2.4,2.4,2.4,2.4,2.4,2.4,3,3,3,100,0,0,0,0,898,0,0,0,0,0,0,898,0
"I-C-A-C-B-D-D",894,2,1968,1973,1973,29.71,29.71,61.9,4,6,6,1,2,2,44.76,44.76,53.02,44.76,44.76,53.02,0,0,0,0,0,0,44.76,44.76,53.02,118.5,118.5,125.52,131.76,167.455,167.455,128.88,164.575,164.575,65.88,83.7275,83.7275,134.64,170.335,170.335,67.32,85.1675,85.1675,67.32,85.1675,85.1675,1436.16,1912.24,1912.24,88,105.4,105.4,16,16,16,468,574.42,574.42,468,574.42,574.42,2.4,2.4,2.4,2.4,2.5,2.5,1,1,1,100,0,0,0,386,508,0,0,0,0,0,0,894,0
"C-B-B-A-A-D-H",892,1,1914,1914,1914,53.28,53.28,53.28,7,7,7,2,2,2,67.8,67.8,67.8,33.9,33.9,33.9,5,5,5,2,2,2,16.95,16.95,16.95,204.03,204.03,204.03,60.48,60.48,60.48,53.76,53.76,53.76,30.24,30.24,30.24,67.2,67.2,67.2,33.6,33.6,33.6,33.6,33.6,33.6,24.49,24.49,24.49,12,12,12,2,2,2,44.87,44.87,44.87,54.75,54.75,54.75,2.8,2.8,2.8,2.44,2.44,2.44,1,1,1,100,0,0,0,892,0,0,0,0,0,0,0,0,892
"A-A-B-A-A-B-K",891,1,1914,1914,1914,18.24,18.24,18.24,10,10,10,4,4,4,93.16,93.16,93.16,46.58,46.58,46.58,0,0,0,0,0,0,15.3714,15.3714,15.3714,208.8,208.8,208.8,103.96,103.96,103.96,101.2,101.2,101.2,34.6533333333333,34.6533333333333,34.6533333333333,112.24,112.24,112.24,37.4133333333333,37.4133333333333,37.4133333333333,74.8266666666667,74.8266666666667,74.8266666666667,49.88,49.88,49.88,24.4,24.4,24.4,2,2,2,63.08,63.08,63.08,76.97,76.97,76.97,2.3,2.3,2.3,2.3,2.3,2.3,4,4,4,100,0,0,100,0,0,891,0,0,0,891,0,0,0
"H-C-A-C-B-A-B",890,2,1962,1974,1974,61.8,61.8,63.06,4,4,11,1,1,2,54.42,61.36,61.36,54.42,61.36,61.36,3,3,4,2,2,2,54.42,61.36,61.36,132.87,144.45,144.45,104.656666666667,104.656666666667,225.234,101.776666666667,101.776666666667,222.354,52.3283333333333,52.3283333333333,112.617,107.536666666667,107.536666666667,228.114,53.7683333333333,53.7683333333333,114.057,53.7683333333333,53.7683333333333,114.057,76.69,76.69,515.69,42.1,42.1,125,3,3,5,140.28,140.28,383.64,140.28,140.28,383.64,2.4,2.4,2.4,2.4,2.4,2.4,2,2,6,100,0,61.1,0,0,890,0,0,0,0,0,0,890,0
"A-B-B-A-A-D-H",888,1,1862,1862,1862,27.45,27.45,27.45,9,9,9,3,3,3,144.82,144.82,144.82,72.41,72.41,72.41,4,4,4,2,2,2,23.8953,23.8953,23.8953,243.45,243.45,243.45,220.16,220.16,220.16,217.088,217.088,217.088,73.3866666666667,73.3866666666667,73.3866666666667,229.376,229.376,229.376,76.4586666666667,76.4586666666667,76.4586666666667,152.917333333333,152.917333333333,152.917333333333,55.98,55.98,55.98,44.8,44.8,44.8,2,2,2,104.54,104.54,104.54,120.96,120.96,120.96,2.56,2.56,2.56,2.4,2.4,2.4,6,6,6,100,0,0,0,0,888,0,0,0,0,0,888,0,0
"C-B-B-B-A-B-F",883,1,1915,1915,1915,60.78,60.78,60.78,5,5,5,2,2,2,49.4,49.4,49.4,16.4666666666667,16.4666666666667,16.4666666666667,1,1,1,0,0,0,8.23333333333333,8.23333333333333,8.23333333333333,143.71,143.71,143.71,41.76,41.76,41.76,33.12,33.12,33.12,20.88,20.88,20.88,50.4,50.4,50.4,25.2,25.2,25.2,25.2,25.2,25.2,12.67,12.67,12.67,7,7,7,3,3,3,27.73,27.73,27.73,32.05,32.05,32.05,2.4,2.4,2.4,2.27,2.27,2.27,1,1,1,100,0,0,0,0,0,883,0,0,0,0,883,0,0
"F-D-C-A-A-B-B",870,1,1849,1849,1849,52.85,52.85,52.85,3,3,3,2,2,2,41.48,41.48,41.48,41.48,41.48,41.48,4,4,4,2,2,2,10.37,10.37,10.37,97.89,97.89,97.89,19.684,19.684,19.684,19.684,19.684,19.684,4.921,4.921,4.921,26.068,26.068,26.068,6.517,6.517,6.517,19.551,19.551,19.551,9.03,9.03,9.03,9.8,9.8,9.8,1,1,1,50.22,50.22,50.22,61.28,61.28,61.28,2.66,2.66,2.66,2.4,2.4,2.4,7,7,7,100,0,0,100,0,870,0,0,0,0,0,0,0,870
"H-C-A-A-A-B-B",869,2,1966,1969,1969,54.81,67.26,67.26,8,14,14,2,2,2,45.41,76.44,76.44,45.41,76.44,76.44,4,4,5,1,2,2,11.3525,19.11,19.11,88.55,158.96,158.96,103.8875,103.8875,215.62,101.0075,101.0075,212.86,51.94375,51.94375,107.81,106.7675,106.7675,218.38,53.38375,53.38375,109.19,53.38375,53.38375,109.19,47.84,347.83,347.83,65.6,77,77,2,4,4,175.56,413.29,413.29,214.18,495.12,495.12,2.3,2.4,2.4,2.4,2.4,2.4,1,1,5,100,0,0,0,0,457,412,0,0,0,0,0,869,0
"H-C-A-C-A-A-K",868,1,1996,1996,1996,70.9,70.9,70.9,7,7,7,1,1,1,67.17,67.17,67.17,67.17,67.17,67.17,2,2,2,0,0,0,67.17,67.17,67.17,112.08,112.08,112.08,89.648,89.648,89.648,86.768,86.768,86.768,44.824,44.824,44.824,92.528,92.528,92.528,46.264,46.264,46.264,46.264,46.264,46.264,240.51,240.51,240.51,54.19,54.19,54.19,6,6,6,420.56,420.56,420.56,420.56,420.56,420.56,2.4,2.4,2.4,2.4,2.4,2.4,1,1,1,100,0,100,0,868,0,0,0,0,0,0,868,0,0
"H-A-A-A-B-B-G",861,1,1975,1975,1975,77.07,77.07,77.07,12,12,12,3,3,3,92.49,92.49,92.49,92.49,92.49,92.49,0,0,0,2,2,2,23.1225,23.1225,23.1225,166.51,166.51,166.51,108.3175,108.3175,108.3175,105.5575,105.5575,105.5575,54.15875,54.15875,54.15875,111.0775,111.0775,111.0775,55.53875,55.53875,55.53875,55.53875,55.53875,55.53875,128.83,128.83,128.83,74.09,74.09,74.09,4,4,4,306.34,306.34,306.34,471.78,471.78,471.78,2.3,2.3,2.3,2.3,2.3,2.3,4,4,4,100,0,100,0,0,861,0,0,0,0,0,0,861,0
"H-C-A-A-A-D-G",861,1,1966,1966,1966,75.25,75.25,75.25,4,4,4,1,1,1,56.17,56.17,56.17,56.17,56.17,56.17,3,3,3,2,2,2,14.0425,14.0425,14.0425,122.14,122.14,122.14,44.4933333333333,44.4933333333333,44.4933333333333,41.6133333333333,41.6133333333333,41.6133333333333,22.2466666666667,22.2466666666667,22.2466666666667,47.3733333333333,47.3733333333333,47.3733333333333,23.6866666666667,23.6866666666667,23.6866666666667,23.6866666666667,23.6866666666667,23.6866666666667,35.53,35.53,35.53,22,22,22,3,3,3,153.44,153.44,153.44,187.2,187.2,187.2,2.4,2.4,2.4,2.3,2.3,2.3,4,4,4,100,0,0,0,0,0,861,0,0,0,0,0,0,861
"H-A-A-A-B-B-A",856,1,1975,1975,1975,71.64,71.64,71.64,6,6,6,1,1,1,64.69,64.69,64.69,64.69,64.69,64.69,5,5,5,1,1,1,16.1725,16.1725,16.1725,137.12,137.12,137.12,55.65,55.65,55.65,52.89,52.89,52.89,27.825,27.825,27.825,58.41,58.41,58.41,29.205,29.205,29.205,29.205,29.205,29.205,36.93,36.93,36.93,41.6,41.6,41.6,3,3,3,175.69,175.69,175.69,270.54,270.54,270.54,2.3,2.3,2.3,2.4,2.4,2.4,9,9,9,100,0,0,0,0,0,856,0,0,0,0,0,0,856
"C-B-B-A-A-D-F",852,1,1888,1888,1888,43.21,43.21,43.21,9,9,9,3,3,3,73.95,73.95,73.95,36.975,36.975,36.975,0,0,0,0,0,0,18.4875,18.4875,18.4875,180.72,180.72,180.72,105.84,105.84,105.84,99.96,99.96,99.96,52.92,52.92,52.92,111.72,111.72,111.72,55.86,55.86,55.86,55.86,55.86,55.86,32.59,32.59,32.59,22.8,22.8,22.8,2,2,2,51.72,51.72,51.72,63.1,63.1,63.1,2.45,2.45,2.45,2.38,2.38,2.38,6,6,6,100,0,0,100,852,0,0,0,0,0,0,0,0,852
"C-B-C-A-A-A-G",849,1,1849,1849,1849,55.91,55.91,55.91,10,10,10,2,2,2,200.23,200.23,200.23,100.115,100.115,100.115,0,0,0,1,1,1,50.0575,50.0575,50.0575,267.74,267.74,267.74,111.78,111.78,111.78,106.812,106.812,106.812,55.89,55.89,55.89,116.748,116.748,116.748,58.374,58.374,58.374,58.374,58.374,58.374,36.93,36.93,36.93,28.2,28.2,28.2,2,2,2,110.61,110.61,110.61,134.95,134.95,134.95,2.07,2.07,2.07,2.3,2.3,2.3,7,7,7,0,0,0,0,0,0,0,0,0,849,0,849,0,0
"A-C-A-A-A-B-B",845,1,1963,1963,1963,56.32,56.32,56.32,11,11,11,2,2,2,80.86,80.86,80.86,40.43,40.43,40.43,5,5,5,2,2,2,13.3419,13.3419,13.3419,179.28,179.28,179.28,95,95,95,92,92,92,31.6666666666667,31.6666666666667,31.6666666666667,104,104,104,34.6666666666667,34.6666666666667,34.6666666666667,69.3333333333333,69.3333333333333,69.3333333333333,22.41,22.41,22.41,20.8,20.8,20.8,2,2,2,52.98,52.98,52.98,64.64,64.64,64.64,2.5,2.5,2.5,2.4,2.4,2.4,2,2,2,100,0,0,0,0,0,845,0,0,0,0,0,0,845
"H-A-A-C-A-D-B",842,1,1966,1966,1966,70.33,70.33,70.33,7,7,7,2,2,2,79.22,79.22,79.22,79.22,79.22,79.22,5,5,5,1,1,1,79.22,79.22,79.22,184.79,184.79,184.79,194.81,194.81,194.81,191.93,191.93,191.93,97.405,97.405,97.405,197.69,197.69,197.69,98.845,98.845,98.845,98.845,98.845,98.845,389.55,389.55,389.55,104,104,104,5,5,5,420,420,420,420,420,420,2.4,2.4,2.4,2.4,2.4,2.4,3,3,3,100,0,0,0,0,0,842,0,0,0,0,0,842,0
"A-C-A-C-B-A-G",841,1,1996,1996,1996,70.74,70.74,70.74,7,7,7,4,4,4,109.21,109.21,109.21,54.605,54.605,54.605,9,9,9,2,2,2,54.605,54.605,54.605,248.75,248.75,248.75,132,132,132,129,129,129,44,44,44,141,141,141,47,47,47,94,94,94,56.47,56.47,56.47,28.2,28.2,28.2,2,2,2,67.54,67.54,67.54,67.54,67.54,67.54,2.5,2.5,2.5,3.2,3.2,3.2,5,5,5,100,0,0,0,0,841,0,0,0,0,0,0,0,841
"C-B-C-A-A-A-K",839,1,1849,1849,1849,39.67,39.67,39.67,8,8,8,2,2,2,57.15,57.15,57.15,28.575,28.575,28.575,0,0,0,0,0,0,14.2875,14.2875,14.2875,136.68,136.68,136.68,25.6,25.6,25.6,20.8,20.8,20.8,12.8,12.8,12.8,30.4,30.4,30.4,15.2,15.2,15.2,15.2,15.2,15.2,10.16,10.16,10.16,7.6,7.6,7.6,2,2,2,44.96,44.96,44.96,54.86,54.86,54.86,2,2,2,1.96,1.96,1.96,1,1,1,100,0,0,100,0,0,839,0,0,0,839,0,0,0
"C-D-A-C-B-A-B",831,1,1972,1972,1972,62.32,62.32,62.32,7,7,7,3,3,3,73.56,73.56,73.56,36.78,36.78,36.78,5,5,5,2,2,2,36.78,36.78,36.78,165.25,165.25,165.25,71.576,71.576,71.576,66.056,66.056,66.056,35.788,35.788,35.788,77.096,77.096,77.096,38.548,38.548,38.548,38.548,38.548,38.548,18.74,18.74,18.74,16.76,16.76,16.76,2,2,2,42.62,42.62,42.62,42.62,42.62,42.62,2.3,2.3,2.3,2.3,2.3,2.3,4,4,4,100,0,0,0,0,0,831,0,0,0,0,0,831,0
"I-A-A-A-A-D-A",826,1,1974,1974,1974,68.54,68.54,68.54,12,12,12,1,1,1,72.97,72.97,72.97,72.97,72.97,72.97,5,5,5,2,2,2,18.2425,18.2425,18.2425,173.94,173.94,173.94,257.3975,257.3975,257.3975,254.5175,254.5175,254.5175,128.69875,128.69875,128.69875,260.2775,260.2775,260.2775,130.13875,130.13875,130.13875,130.13875,130.13875,130.13875,695.52,695.52,695.52,138,138,138,8,8,8,757.26,757.26,757.26,890.52,890.52,890.52,2.4,2.4,2.4,2.4,2.4,2.4,1,1,1,100,0,0,0,0,826,0,0,0,0,0,0,826,0
"A-A-A-C-A-A-F",822,1,2009,2009,2009,48.8,48.8,48.8,20,20,20,2,2,2,181.27,181.27,181.27,45.3175,45.3175,45.3175,3,3,3,2,2,2,45.3175,45.3175,45.3175,333.4,333.4,333.4,177.56,177.56,177.56,172.04,172.04,172.04,59.1866666666667,59.1866666666667,59.1866666666667,194.12,194.12,194.12,64.7066666666667,64.7066666666667,64.7066666666667,129.413333333333,129.413333333333,129.413333333333,33.76,33.76,33.76,21.1,21.1,21.1,4,4,4,54.6,54.6,54.6,59.4,59.4,59.4,2.3,2.3,2.3,2.3,2.3,2.3,8,8,8,100,0,100,0,822,0,0,0,0,0,0,822,0,0
"A-C-A-A-A-A-D",818,1,1947,1947,1947,57.97,57.97,57.97,8,8,8,2,2,2,77.45,77.45,77.45,38.725,38.725,38.725,0,0,0,0,0,0,12.77925,12.77925,12.77925,171.23,171.23,171.23,93.12,93.12,93.12,90.24,90.24,90.24,31.04,31.04,31.04,101.76,101.76,101.76,33.92,33.92,33.92,67.84,67.84,67.84,23.59,23.59,23.59,21.2,21.2,21.2,2,2,2,53.73,53.73,53.73,65.55,65.55,65.55,2.4,2.4,2.4,2.4,2.4,2.4,9,9,9,0,0,100,0,0,0,0,818,0,0,0,0,0,818
"C-B-B-B-B-B-A",811,1,1897,1897,1897,62.48,62.48,62.48,6,6,6,1,1,1,42.09,42.09,42.09,14.03,14.03,14.03,4,4,4,2,2,2,7.015,7.015,7.015,154.33,154.33,154.33,36.801,36.801,36.801,27.405,27.405,27.405,18.4005,18.4005,18.4005,46.197,46.197,46.197,23.0985,23.0985,23.0985,23.0985,23.0985,23.0985,10.28,10.28,10.28,5.9,5.9,5.9,3,3,3,24.93,24.93,24.93,30.41,30.41,30.41,2.61,2.61,2.61,2.7,2.7,2.7,2,2,2,100,0,0,0,0,811,0,0,0,0,0,0,811,0
"H-A-A-C-B-D-C",797,1,1978,1978,1978,71.58,71.58,71.58,10,10,10,2,2,2,80.02,80.02,80.02,80.02,80.02,80.02,5,5,5,0,0,0,80.02,80.02,80.02,182.43,182.43,182.43,294.7,294.7,294.7,291.82,291.82,291.82,147.35,147.35,147.35,297.58,297.58,297.58,148.79,148.79,148.79,148.79,148.79,148.79,437.9,437.9,437.9,158.6,158.6,158.6,4,4,4,929.5,929.5,929.5,929.5,929.5,929.5,2.4,2.4,2.4,2.39,2.39,2.39,1,1,1,100,0,100,0,0,797,0,0,0,0,0,797,0,0
"I-A-A-A-A-A-G",797,1,1973,1973,1973,76.18,76.18,76.18,6,6,6,2,2,2,44.18,44.18,44.18,44.18,44.18,44.18,0,0,0,2,2,2,11.045,11.045,11.045,104.18,104.18,104.18,224.018333333333,224.018333333333,224.018333333333,221.138333333333,221.138333333333,221.138333333333,112.009166666667,112.009166666667,112.009166666667,226.898333333333,226.898333333333,226.898333333333,113.449166666667,113.449166666667,113.449166666667,113.449166666667,113.449166666667,113.449166666667,426.87,426.87,426.87,116.88,116.88,116.88,6,6,6,764.63,764.63,764.63,932.86,932.86,932.86,2.4,2.4,2.4,2.4,2.4,2.4,2,2,2,100,0,100,0,0,797,0,0,0,0,0,0,797,0
"A-B-B-B-B-D-A",789,1,1907,1907,1907,57.37,57.37,57.37,7,7,7,1,1,1,75,75,75,25,25,25,5,5,5,2,2,2,12.5,12.5,12.5,206.37,206.37,206.37,83.52,83.52,83.52,79.2,79.2,79.2,27.84,27.84,27.84,96.48,96.48,96.48,32.16,32.16,32.16,64.32,64.32,64.32,19.43,19.43,19.43,13.4,13.4,13.4,3,3,3,41.65,41.65,41.65,50.82,50.82,50.82,2.4,2.4,2.4,2.4,2.4,2.4,3,3,3,100,0,0,0,0,0,789,0,0,0,0,789,0,0
"I-B-A-C-B-A-D",788,1,1972,1972,1972,69.89,69.89,69.89,6,6,6,1,1,1,55.55,55.55,55.55,55.55,55.55,55.55,0,0,0,0,0,0,55.55,55.55,55.55,131.68,131.68,131.68,191.470666666667,191.470666666667,191.470666666667,188.590666666667,188.590666666667,188.590666666667,95.7353333333333,95.7353333333333,95.7353333333333,194.350666666667,194.350666666667,194.350666666667,97.1753333333333,97.1753333333333,97.1753333333333,97.1753333333333,97.1753333333333,97.1753333333333,1735.48,1735.48,1735.48,117,117,117,15,15,15,671.96,671.96,671.96,671.96,671.96,671.96,2.4,2.4,2.4,2.4,2.4,2.4,1,1,1,100,0,100,0,0,788,0,0,0,0,0,0,788,0
"H-C-A-A-A-A-C",786,2,1946,1965,1965,62.79,62.79,68.88,4,4,7,1,1,1,44.51,44.51,72.28,44.51,44.51,72.28,5,5,5,1,1,2,11.1275,11.1275,18.07,82.97,82.97,151.28,63.18,140.33,140.33,60.3,137.45,137.45,31.59,70.165,70.165,66.06,143.21,143.21,33.03,71.605,71.605,33.03,71.605,71.605,38.24,82.49,82.49,28.5,64.9,64.9,2,3,3,91.41,215.48,215.48,111.52,262.89,262.89,2.4,2.4,2.4,2.3,2.3,2.4,1,1,1,100,0,45.5,45.5,0,0,786,0,0,0,0,0,786,0
"H-C-A-A-A-A-L",780,1,1974,1974,1974,50.97,50.97,50.97,4,4,4,1,1,1,38.9,38.9,38.9,38.9,38.9,38.9,5,5,5,1,1,1,9.725,9.725,9.725,98.08,98.08,98.08,112.0325,112.0325,112.0325,109.1525,109.1525,109.1525,56.01625,56.01625,56.01625,114.9125,114.9125,114.9125,57.45625,57.45625,57.45625,57.45625,57.45625,57.45625,108.03,108.03,108.03,61.52,61.52,61.52,4,4,4,223.03,223.03,223.03,272.1,272.1,272.1,2.4,2.4,2.4,2.3,2.3,2.3,2,2,2,100,0,0,0,0,0,780,0,0,0,0,780,0,0
"C-C-A-A-A-D-B",774,1,1967,1967,1967,66.79,66.79,66.79,8,8,8,2,2,2,74.15,74.15,74.15,37.075,37.075,37.075,5,5,5,1,1,1,18.5375,18.5375,18.5375,153.1,153.1,153.1,51.52,51.52,51.52,46,46,46,25.76,25.76,25.76,57.04,57.04,57.04,28.52,28.52,28.52,28.52,28.52,28.52,15.81,15.81,15.81,12.4,12.4,12.4,2,2,2,47.42,47.42,47.42,57.86,57.86,57.86,2.3,2.3,2.3,2.3,2.3,2.3,1,1,1,100,0,0,0,0,774,0,0,0,0,774,0,0,0
"G-A-B-A-A-B-A",771,1,1942,1942,1942,49.17,49.17,49.17,7,7,7,3,3,3,49.1,49.1,49.1,49.1,49.1,49.1,5,5,5,1,1,1,12.275,12.275,12.275,108.06,108.06,108.06,40.932,40.932,40.932,37.524,37.524,37.524,20.466,20.466,20.466,44.34,44.34,44.34,22.17,22.17,22.17,22.17,22.17,22.17,23.78,23.78,23.78,36.4,36.4,36.4,2,2,2,136.51,136.51,136.51,166.55,166.55,166.55,2.84,2.84,2.84,2.4,2.4,2.4,4,4,4,100,0,0,0,0,0,771,0,0,0,0,771,0,0
"H-C-A-C-B-C-A",764,1,1966,1966,1966,59.22,59.22,59.22,5,5,5,2,2,2,72.53,72.53,72.53,72.53,72.53,72.53,9,9,9,1,1,1,72.53,72.53,72.53,175.43,175.43,175.43,137.064,137.064,137.064,134.184,134.184,134.184,68.532,68.532,68.532,139.944,139.944,139.944,69.972,69.972,69.972,69.972,69.972,69.972,299.88,299.88,299.88,78.4,78.4,78.4,5,5,5,493.92,493.92,493.92,493.92,493.92,493.92,2.4,2.4,2.4,2.3,2.3,2.3,5,5,5,100,0,0,0,0,0,764,0,0,0,0,0,0,764
"A-C-B-A-A-A-E",757,1,1909,1909,1909,24.76,24.76,24.76,11,11,11,2,2,2,74.87,74.87,74.87,37.435,37.435,37.435,5,5,5,1,1,1,12.35355,12.35355,12.35355,196.1,196.1,196.1,152.64,152.64,152.64,149.76,149.76,149.76,50.88,50.88,50.88,161.28,161.28,161.28,53.76,53.76,53.76,107.52,107.52,107.52,18.34,18.34,18.34,33.6,33.6,33.6,2,2,2,66.38,66.38,66.38,80.98,80.98,80.98,2.4,2.4,2.4,2.4,2.4,2.4,7,7,7,0,0,0,0,0,0,0,0,0,757,0,757,0,0
"H-C-A-A-A-D-D",752,1,1967,1967,1967,46.67,46.67,46.67,2,2,2,1,1,1,32,32,32,32,32,32,0,0,0,0,0,0,8,8,8,87.86,87.86,87.86,86.45,86.45,86.45,83.57,83.57,83.57,43.225,43.225,43.225,89.33,89.33,89.33,44.665,44.665,44.665,44.665,44.665,44.665,52.98,52.98,52.98,44.62,44.62,44.62,2,2,2,169.74,169.74,169.74,207.09,207.09,207.09,2.4,2.4,2.4,2.3,2.3,2.3,2,2,2,100,0,0,0,0,0,752,0,0,0,0,0,752,0
"H-B-B-A-A-B-B",750,1,1942,1942,1942,63.53,63.53,63.53,18,18,18,2,2,2,115.37,115.37,115.37,115.37,115.37,115.37,5,5,5,2,2,2,28.8425,28.8425,28.8425,261.68,261.68,261.68,423.876,423.876,423.876,420.996,420.996,420.996,211.938,211.938,211.938,426.756,426.756,426.756,213.378,213.378,213.378,213.378,213.378,213.378,520.21,520.21,520.21,200.3,200.3,200.3,5,5,5,823.26,823.26,823.26,1014.09,1014.09,1014.09,2.4,2.4,2.4,2.4,2.4,2.4,2,2,2,100,0,0,0,750,0,0,0,0,0,0,0,750,0
