"archcode","ndwel","nsample","age.Q1","age.Q2","age.Q3","sap.Q1","sap.Q2","sap.Q3","windows.Q1","windows.Q2","windows.Q3","doors.Q1","doors.Q2","doors.Q3","floorarea.Q1","floorarea.Q2","floorarea.Q3","groundfloorarea.Q1","groundfloorarea.Q2","groundfloorarea.Q3","control.Q1","control.Q2","control.Q3","radcontrol.Q1","radcontrol.Q2","radcontrol.Q3","solararea.Q1","solararea.Q2","solararea.Q3","intwallarea.Q1","intwallarea.Q2","intwallarea.Q3","intwallarea.extwalls.Q1","intwallarea.extwalls.Q2","intwallarea.extwalls.Q3","intwallarea.extpartywalls.Q1","intwallarea.extpartywalls.Q2","intwallarea.extpartywalls.Q3","intwallarea.frontwall.Q1","intwallarea.frontwall.Q2","intwallarea.frontwall.Q3","extwallarea.Q1","extwallarea.Q2","extwallarea.Q3","extwallarea.front.Q1","extwallarea.front.Q2","extwallarea.front.Q3","extwallarea.exceptfront.Q1","extwallarea.exceptfront.Q2","extwallarea.exceptfront.Q3","extwindowarea.Q1","extwindowarea.Q2","extwindowarea.Q3","dpcperim.Q1","dpcperim.Q2","dpcperim.Q3","nfloors.Q1","nfloors.Q2","nfloors.Q3","roofareaplan.Q1","roofareaplan.Q2","roofareaplan.Q3","roofareaslope.Q1","roofareaslope.Q2","roofareaslope.Q3","ceilingground.Q1","ceilingground.Q2","ceilingground.Q3","ceilingfirst.Q1","ceilingfirst.Q2","ceilingfirst.Q3","imd.Q1","imd.Q2","imd.Q3","gasgrid.yes","tank.wellins","wallins","loftins","citycentre","otherurban","suburban","ruralres","villagecentre","rural","own","rent.private","rent.la","rent.rsl"
"G-A-B-A-A-C-D",1130,1,1920,1920,1920,58.77,58.77,58.77,8,8,8,2,2,2,61.47,61.47,61.47,61.47,61.47,61.47,0,0,0,0,0,0,15.3675,15.3675,15.3675,150.55,150.55,150.55,72.4306666666667,72.4306666666667,72.4306666666667,69.1546666666667,69.1546666666667,69.1546666666667,36.2153333333333,36.2153333333333,36.2153333333333,75.7066666666667,75.7066666666667,75.7066666666667,37.8533333333333,37.8533333333333,37.8533333333333,37.8533333333333,37.8533333333333,37.8533333333333,55.73,55.73,55.73,28.9,28.9,28.9,3,3,3,109.22,109.22,109.22,133.24,133.24,133.24,2.73,2.73,2.73,2.4,2.4,2.4,8,8,8,100,0,100,0,0,0,1130,0,0,0,0,1130,0,0
"C-B-B-B-A-D-A",1128,1,1912,1912,1912,49.9,49.9,49.9,10,10,10,2,2,2,56.9,56.9,56.9,18.9666666666667,18.9666666666667,18.9666666666667,4,4,4,2,2,2,9.48333333333333,9.48333333333333,9.48333333333333,172.35,172.35,172.35,85.701,85.701,85.701,76.161,76.161,76.161,42.8505,42.8505,42.8505,95.241,95.241,95.241,47.6205,47.6205,47.6205,47.6205,47.6205,47.6205,12.64,12.64,12.64,11.98,11.98,11.98,3,3,3,40.44,40.44,40.44,49.33,49.33,49.33,2.65,2.65,2.65,2.3,2.3,2.3,4,4,4,100,0,0,0,0,0,1128,0,0,0,0,1128,0,0
"C-B-C-A-A-D-B",1109,1,1849,1849,1849,29.95,29.95,29.95,8,8,8,2,2,2,84.09,84.09,84.09,42.045,42.045,42.045,5,5,5,1,1,1,21.0225,21.0225,21.0225,196.94,196.94,196.94,101.76,101.76,101.76,96,96,96,50.88,50.88,50.88,107.52,107.52,107.52,53.76,53.76,53.76,53.76,53.76,53.76,23.61,23.61,23.61,22.4,22.4,22.4,2,2,2,63.53,63.53,63.53,77.51,77.51,77.51,2.4,2.4,2.4,2.8,2.8,2.8,1,1,1,100,0,0,0,0,0,0,0,1109,0,1109,0,0,0
"H-A-A-A-B-A-G",1103,1,1967,1967,1967,66.57,66.57,66.57,2,2,2,1,1,1,41.25,41.25,41.25,41.25,41.25,41.25,4,4,4,2,2,2,10.3125,10.3125,10.3125,85.62,85.62,85.62,82.6266666666667,82.6266666666667,82.6266666666667,79.7466666666667,79.7466666666667,79.7466666666667,41.3133333333333,41.3133333333333,41.3133333333333,85.5066666666667,85.5066666666667,85.5066666666667,42.7533333333333,42.7533333333333,42.7533333333333,42.7533333333333,42.7533333333333,42.7533333333333,59.89,59.89,59.89,59.7,59.7,59.7,3,3,3,341.14,341.14,341.14,525.34,525.34,525.34,2.4,2.4,2.4,2.4,2.4,2.4,5,5,5,100,0,0,0,0,0,1103,0,0,0,0,0,0,1103
"H-A-B-A-B-A-A",1100,1,1923,1923,1923,60.61,60.61,60.61,5,5,5,3,3,3,33.57,33.57,33.57,33.57,33.57,33.57,5,5,5,1,1,1,8.3925,8.3925,8.3925,95.4,95.4,95.4,21.23,21.23,21.23,17.63,17.63,17.63,10.615,10.615,10.615,24.83,24.83,24.83,12.415,12.415,12.415,12.415,12.415,12.415,19.89,19.89,19.89,10.7,10.7,10.7,2,2,2,41.93,41.93,41.93,51.16,51.16,51.16,3,3,3,2.4,2.4,2.4,3,3,3,100,0,0,0,0,1100,0,0,0,0,0,1100,0,0
"H-A-A-C-A-C-A",1095,2,1968,1968,1971,60.6,73.51,73.51,3,7,7,1,2,2,46.7,72.84,72.84,46.7,72.84,72.84,5,5,5,2,2,2,46.7,72.84,72.84,108.77,163.17,163.17,56.58,234.62,234.62,53.7,231.74,231.74,28.29,117.31,117.31,59.46,237.5,237.5,29.73,118.75,118.75,29.73,118.75,118.75,58.76,496.08,496.08,31,122.4,122.4,3,4,4,115.2,478.4,478.4,115.2,478.4,478.4,2.4,2.4,2.4,2.4,2.4,2.4,1,1,2,100,0,67.1,0,0,0,1095,0,0,0,0,735,0,360
"C-A-B-A-A-A-H",1093,1,1908,1908,1908,51.26,51.26,51.26,9,9,9,2,2,2,70.58,70.58,70.58,35.29,35.29,35.29,5,5,5,1,1,1,17.645,17.645,17.645,177.38,177.38,177.38,96.476,96.476,96.476,89.972,89.972,89.972,48.238,48.238,48.238,102.98,102.98,102.98,51.49,51.49,51.49,51.49,51.49,51.49,19.98,19.98,19.98,19,19,19,2,2,2,56.09,56.09,56.09,66.88,66.88,66.88,2.71,2.71,2.71,2.7,2.7,2.7,3,3,3,100,0,100,100,0,0,1093,0,0,0,1093,0,0,0
"A-B-B-B-A-C-C",1079,1,1913,1913,1913,30.66,30.66,30.66,12,12,12,2,2,2,115.82,115.82,115.82,38.6066666666667,38.6066666666667,38.6066666666667,4,4,4,2,2,2,19.3033333333333,19.3033333333333,19.3033333333333,303.78,303.78,303.78,224.28,224.28,224.28,219.24,219.24,219.24,74.76,74.76,74.76,239.4,239.4,239.4,79.8,79.8,79.8,159.6,159.6,159.6,23.37,23.37,23.37,28.5,28.5,28.5,3,3,3,68.3,68.3,68.3,82.73,82.73,82.73,2.8,2.8,2.8,2.7,2.7,2.7,5,5,5,100,0,0,0,0,1079,0,0,0,0,0,1079,0,0
"H-D-A-A-A-A-F",1071,1,1993,1993,1993,73.77,73.77,73.77,4,4,4,1,1,1,44.7,44.7,44.7,44.7,44.7,44.7,3,3,3,0,0,0,11.175,11.175,11.175,119.08,119.08,119.08,126.393333333333,126.393333333333,126.393333333333,123.513333333333,123.513333333333,123.513333333333,63.1966666666667,63.1966666666667,63.1966666666667,129.273333333333,129.273333333333,129.273333333333,64.6366666666667,64.6366666666667,64.6366666666667,64.6366666666667,64.6366666666667,64.6366666666667,376.09,376.09,376.09,95.92,95.92,95.92,4,4,4,836.71,836.71,836.71,993.13,993.13,993.13,2.4,2.4,2.4,2.4,2.4,2.4,9,9,9,100,0,0,0,1071,0,0,0,0,0,0,1071,0,0
"H-D-A-C-B-C-G",1068,1,1946,1946,1946,61.88,61.88,61.88,8,8,8,1,1,1,31.57,31.57,31.57,31.57,31.57,31.57,0,0,0,1,1,1,31.57,31.57,31.57,72.25,72.25,72.25,252.63,252.63,252.63,249.63,249.63,249.63,126.315,126.315,126.315,255.63,255.63,255.63,127.815,127.815,127.815,127.815,127.815,127.815,302.5,302.5,302.5,117.4,117.4,117.4,3,3,3,407,407,407,407,407,407,2.5,2.5,2.5,2.4,2.4,2.4,5,5,5,100,0,0,0,1068,0,0,0,0,0,0,0,0,1068
"B-B-C-A-A-B-D",1065,1,1849,1849,1849,32.99,32.99,32.99,19,19,19,4,4,4,148.96,148.96,148.96,74.48,74.48,74.48,0,0,0,0,0,0,18.62,18.62,18.62,298.2,298.2,298.2,201.696,201.696,201.696,201.696,201.696,201.696,50.424,50.424,50.424,214.368,214.368,214.368,53.592,53.592,53.592,160.776,160.776,160.776,41.03,41.03,41.03,40.6,40.6,40.6,2,2,2,103.39,103.39,103.39,126.14,126.14,126.14,2.64,2.64,2.64,2.14,2.14,2.14,7,7,7,0,0,0,0,0,0,0,0,1065,0,0,1065,0,0
"G-B-C-A-A-D-G",1058,1,1849,1849,1849,45.92,45.92,45.92,5,5,5,1,1,1,49.47,49.47,49.47,49.47,49.47,49.47,1,1,1,1,1,1,12.3675,12.3675,12.3675,88.55,88.55,88.55,32.17,32.17,32.17,29.41,29.41,29.41,16.085,16.085,16.085,34.93,34.93,34.93,17.465,17.465,17.465,17.465,17.465,17.465,17.47,17.47,17.47,31.8,31.8,31.8,2,2,2,115.12,115.12,115.12,147.24,147.24,147.24,2.3,2.3,2.3,2.4,2.4,2.4,10,10,10,0,0,0,0,0,0,0,0,1058,0,0,0,0,1058
"A-B-A-A-A-A-E",1056,1,1952,1952,1952,62.08,62.08,62.08,7,7,7,2,2,2,56.48,56.48,56.48,28.24,28.24,28.24,5,5,5,2,2,2,9.3192,9.3192,9.3192,150.73,150.73,150.73,82.5,82.5,82.5,79.5,79.5,79.5,27.5,27.5,27.5,91.5,91.5,91.5,30.5,30.5,30.5,61,61,61,23.69,23.69,23.69,18.3,18.3,18.3,2,2,2,41.92,41.92,41.92,51.13,51.13,51.13,2.5,2.5,2.5,2.4,2.4,2.4,7,7,7,0,0,100,0,0,0,0,0,0,1056,0,0,1056,0
"G-A-B-A-A-C-A",1055,1,1924,1924,1924,64.46,64.46,64.46,6,6,6,1,1,1,88.51,88.51,88.51,88.51,88.51,88.51,5,5,5,2,2,2,22.1275,22.1275,22.1275,186.97,186.97,186.97,18.1333333333333,18.1333333333333,18.1333333333333,15.2533333333333,15.2533333333333,15.2533333333333,9.06666666666667,9.06666666666667,9.06666666666667,21.0133333333333,21.0133333333333,21.0133333333333,10.5066666666667,10.5066666666667,10.5066666666667,10.5066666666667,10.5066666666667,10.5066666666667,14.16,14.16,14.16,12.55,12.55,12.55,3,3,3,59.84,59.84,59.84,73.01,73.01,73.01,2.4,2.4,2.4,2.8,2.8,2.8,7,7,7,100,0,0,0,0,1055,0,0,0,0,0,1055,0,0
"H-B-A-A-A-D-G",1054,1,1987,1987,1987,66.94,66.94,66.94,8,8,8,2,2,2,71.87,71.87,71.87,71.87,71.87,71.87,0,0,0,1,1,1,17.9675,17.9675,17.9675,166.79,166.79,166.79,73.605,73.605,73.605,70.725,70.725,70.725,36.8025,36.8025,36.8025,76.485,76.485,76.485,38.2425,38.2425,38.2425,38.2425,38.2425,38.2425,145.86,145.86,145.86,41,41,41,4,4,4,114.14,114.14,114.14,139.24,139.24,139.24,2.4,2.4,2.4,2.4,2.4,2.4,2,2,2,100,0,0,0,0,1054,0,0,0,0,0,1054,0,0
"B-B-B-A-A-B-L",1047,1,1916,1916,1916,20.26,20.26,20.26,7,7,7,2,2,2,123.44,123.44,123.44,61.72,61.72,61.72,0,0,0,0,0,0,15.43,15.43,15.43,244.15,244.15,244.15,158.4,158.4,158.4,158.4,158.4,158.4,39.6,39.6,39.6,169.92,169.92,169.92,42.48,42.48,42.48,127.44,127.44,127.44,37.87,37.87,37.87,35.4,35.4,35.4,2,2,2,81.44,81.44,81.44,99.35,99.35,99.35,2.4,2.4,2.4,2.5,2.5,2.5,8,8,8,0,0,0,100,0,0,0,0,1047,0,0,1047,0,0
"G-B-B-A-A-D-H",1044,1,1904,1904,1904,38.4,38.4,38.4,13,13,13,1,1,1,70.07,70.07,70.07,70.07,70.07,70.07,4,4,4,1,1,1,17.5175,17.5175,17.5175,164.18,164.18,164.18,109.34,109.34,109.34,106.46,106.46,106.46,54.67,54.67,54.67,112.22,112.22,112.22,56.11,56.11,56.11,56.11,56.11,56.11,54.1,54.1,54.1,44.8,44.8,44.8,2,2,2,87.53,87.53,87.53,96.37,96.37,96.37,2.4,2.4,2.4,2.74,2.74,2.74,4,4,4,100,0,0,0,0,0,1044,0,0,0,0,1044,0,0
"A-B-B-A-B-C-A",1043,1,1922,1922,1922,52.16,52.16,52.16,10,10,10,4,4,4,80.8,80.8,80.8,40.4,40.4,40.4,5,5,5,1,1,1,13.332,13.332,13.332,192.49,192.49,192.49,86.02,86.02,86.02,83.26,83.26,83.26,28.6733333333333,28.6733333333333,28.6733333333333,94.3,94.3,94.3,31.4333333333333,31.4333333333333,31.4333333333333,62.8666666666667,62.8666666666667,62.8666666666667,23.78,23.78,23.78,20.5,20.5,20.5,2,2,2,53.37,53.37,53.37,65.12,65.12,65.12,2.3,2.3,2.3,2.5,2.5,2.5,8,8,8,100,0,0,100,0,0,1043,0,0,0,0,1043,0,0
"I-C-A-C-A-A-K",1039,1,1966,1966,1966,43.69,43.69,43.69,6,6,6,1,1,1,40.42,40.42,40.42,40.42,40.42,40.42,9,9,9,0,0,0,40.42,40.42,40.42,98.4,98.4,98.4,183.8925,183.8925,183.8925,181.0125,181.0125,181.0125,91.94625,91.94625,91.94625,186.7725,186.7725,186.7725,93.38625,93.38625,93.38625,93.38625,93.38625,93.38625,600.38,600.38,600.38,98.8,98.8,98.8,8,8,8,495.6,495.6,495.6,495.6,495.6,495.6,2.4,2.4,2.4,2.4,2.4,2.4,3,3,3,100,0,0,0,0,0,1039,0,0,0,0,0,1039,0
"B-A-B-A-A-A-L",1035,1,1925,1925,1925,32.92,32.92,32.92,12,12,12,1,1,1,92.15,92.15,92.15,46.075,46.075,46.075,1,1,1,1,1,1,11.51875,11.51875,11.51875,194.25,194.25,194.25,168.96,168.96,168.96,168.96,168.96,168.96,42.24,42.24,42.24,181.248,181.248,181.248,45.312,45.312,45.312,135.936,135.936,135.936,35.04,35.04,35.04,35.4,35.4,35.4,2,2,2,68.8,68.8,68.8,83.94,83.94,83.94,2.56,2.56,2.56,2.6,2.6,2.6,8,8,8,0,0,100,0,0,0,0,0,0,1035,0,1035,0,0
"B-C-A-A-A-A-A",1034,1,1973,1973,1973,58.93,58.93,58.93,10,10,10,2,2,2,82.62,82.62,82.62,41.31,41.31,41.31,5,5,5,2,2,2,10.3275,10.3275,10.3275,194.48,194.48,194.48,127.68,127.68,127.68,127.68,127.68,127.68,31.92,31.92,31.92,139.2,139.2,139.2,34.8,34.8,34.8,104.4,104.4,104.4,23.12,23.12,23.12,29,29,29,2,2,2,59.08,59.08,59.08,72.08,72.08,72.08,2.4,2.4,2.4,2.38,2.38,2.38,1,1,1,100,0,100,0,0,0,1034,0,0,0,1034,0,0,0
"C-D-A-A-A-A-E",1032,1,1999,1999,1999,67.13,67.13,67.13,10,10,10,2,2,2,97.95,97.95,97.95,48.975,48.975,48.975,2,2,2,2,2,2,24.4875,24.4875,24.4875,209.5,209.5,209.5,77.952,77.952,77.952,72.192,72.192,72.192,38.976,38.976,38.976,83.712,83.712,83.712,41.856,41.856,41.856,41.856,41.856,41.856,15.85,15.85,15.85,17.44,17.44,17.44,2,2,2,66.58,66.58,66.58,81.22,81.22,81.22,2.4,2.4,2.4,2.5,2.5,2.5,6,6,6,100,0,0,0,0,0,1032,0,0,0,0,1032,0,0
"H-C-B-A-A-A-A",1022,1,1924,1924,1924,61.54,61.54,61.54,4,4,4,1,1,1,34.59,34.59,34.59,34.59,34.59,34.59,5,5,5,2,2,2,8.6475,8.6475,8.6475,87.6,87.6,87.6,171.665,171.665,171.665,168.785,168.785,168.785,85.8325,85.8325,85.8325,174.545,174.545,174.545,87.2725,87.2725,87.2725,87.2725,87.2725,87.2725,214.69,214.69,214.69,75.8,75.8,75.8,4,4,4,238.7,238.7,238.7,291.21,291.21,291.21,2.4,2.4,2.4,2.4,2.4,2.4,3,3,3,100,0,0,0,0,1022,0,0,0,0,0,1022,0,0
"G-B-C-A-A-A-F",1021,1,1849,1849,1849,30.38,30.38,30.38,3,3,3,3,3,3,41.38,41.38,41.38,41.38,41.38,41.38,1,1,1,0,0,0,10.345,10.345,10.345,81.59,81.59,81.59,40.493,40.493,40.493,37.781,37.781,37.781,20.2465,20.2465,20.2465,43.205,43.205,43.205,21.6025,21.6025,21.6025,21.6025,21.6025,21.6025,17.44,17.44,17.44,21.72,21.72,21.72,2,2,2,63.79,63.79,63.79,75.61,75.61,75.61,2.26,2.26,2.26,2.4,2.4,2.4,7,7,7,100,0,0,0,0,1021,0,0,0,0,0,1021,0,0
"F-B-A-C-B-A-A",1011,1,1971,1971,1971,47.77,47.77,47.77,8,8,8,1,1,1,30.11,30.11,30.11,30.11,30.11,30.11,5,5,5,2,2,2,30.11,30.11,30.11,66.24,66.24,66.24,38.592,38.592,38.592,38.592,38.592,38.592,9.648,9.648,9.648,44.352,44.352,44.352,11.088,11.088,11.088,33.264,33.264,33.264,10.52,10.52,10.52,18.48,18.48,18.48,1,1,1,35.18,35.18,35.18,35.18,35.18,35.18,2.4,2.4,2.4,2.4,2.4,2.4,2,2,2,100,0,0,0,0,1011,0,0,0,0,0,0,1011,0
"I-B-A-A-A-A-A",1011,2,1949,1957,1957,69.55,69.55,73.13,5,9,9,2,2,2,46.87,90.19,90.19,46.87,90.19,90.19,4,4,5,2,2,2,11.7175,22.5475,22.5475,85.56,185.01,185.01,105.293333333333,105.293333333333,203.943333333333,102.413333333333,102.413333333333,201.183333333333,52.6466666666667,52.6466666666667,101.971666666667,108.173333333333,108.173333333333,206.703333333333,54.0866666666667,54.0866666666667,103.351666666667,54.0866666666667,54.0866666666667,103.351666666667,209.56,209.56,370.41,54,54,97.2,6,6,9,225.07,225.07,355.35,274.59,274.59,433.53,2.3,2.4,2.4,2.4,2.4,2.4,1,1,3,100,0,0,0,0,1011,0,0,0,0,714,0,297,0
"H-B-A-C-A-A-G",996,1,1970,1970,1970,56.87,56.87,56.87,4,4,4,2,2,2,26.35,26.35,26.35,26.35,26.35,26.35,0,0,0,2,2,2,26.35,26.35,26.35,50.02,50.02,50.02,138.005,138.005,138.005,135.125,135.125,135.125,69.0025,69.0025,69.0025,140.885,140.885,140.885,70.4425,70.4425,70.4425,70.4425,70.4425,70.4425,49.72,49.72,49.72,65,65,65,2,2,2,178.76,178.76,178.76,178.76,178.76,178.76,2.4,2.4,2.4,2.3,2.3,2.3,1,1,1,100,0,0,0,996,0,0,0,0,0,0,0,0,996
"H-A-A-C-A-C-D",994,1,1991,1991,1991,75.64,75.64,75.64,8,8,8,1,1,1,37.36,37.36,37.36,37.36,37.36,37.36,0,0,0,0,0,0,37.36,37.36,37.36,92,92,92,254.428,254.428,254.428,251.548,251.548,251.548,127.214,127.214,127.214,257.308,257.308,257.308,128.654,128.654,128.654,128.654,128.654,128.654,551.39,551.39,551.39,126.8,126.8,126.8,6,6,6,991.8,991.8,991.8,1098.91,1098.91,1098.91,2.4,2.4,2.4,2.4,2.4,2.4,2,2,2,100,0,100,0,994,0,0,0,0,0,0,994,0,0
"G-C-A-A-A-A-G",992,1,1951,1951,1951,77.22,77.22,77.22,3,3,3,1,1,1,45.4,45.4,45.4,45.4,45.4,45.4,3,3,3,2,2,2,11.35,11.35,11.35,92,92,92,170.34,170.34,170.34,167.46,167.46,167.46,85.17,85.17,85.17,173.22,173.22,173.22,86.61,86.61,86.61,86.61,86.61,86.61,311.31,311.31,311.31,96.2,96.2,96.2,4,4,4,414.04,414.04,414.04,505.13,505.13,505.13,2.4,2.4,2.4,2.3,2.3,2.3,3,3,3,100,0,0,0,0,0,992,0,0,0,0,0,992,0
"A-C-A-A-A-D-C",988,1,1946,1946,1946,48.12,48.12,48.12,8,8,8,2,2,2,88.52,88.52,88.52,44.26,44.26,44.26,5,5,5,2,2,2,14.6058,14.6058,14.6058,201.44,201.44,201.44,97.92,97.92,97.92,95.04,95.04,95.04,32.64,32.64,32.64,106.56,106.56,106.56,35.52,35.52,35.52,71.04,71.04,71.04,20.32,20.32,20.32,22.2,22.2,22.2,2,2,2,57.35,57.35,57.35,69.97,69.97,69.97,2.4,2.4,2.4,2.4,2.4,2.4,5,5,5,100,0,0,100,0,0,988,0,0,0,0,0,988,0
"C-A-A-A-B-A-A",988,1,1958,1958,1958,70.27,70.27,70.27,9,9,9,1,1,1,81.29,81.29,81.29,27.0966666666667,27.0966666666667,27.0966666666667,4,4,4,2,2,2,6.77416666666667,6.77416666666667,6.77416666666667,212.02,212.02,212.02,87.906,87.906,87.906,79.626,79.626,79.626,43.953,43.953,43.953,96.186,96.186,96.186,48.093,48.093,48.093,48.093,48.093,48.093,18.44,18.44,18.44,13.94,13.94,13.94,3,3,3,36.21,36.21,36.21,40.36,40.36,40.36,2.3,2.3,2.3,2.4,2.4,2.4,1,1,1,100,0,100,0,0,0,988,0,0,0,988,0,0,0
"A-A-B-A-A-D-K",963,1,1944,1944,1944,9.63,9.63,9.63,8,8,8,2,2,2,80.94,80.94,80.94,40.47,40.47,40.47,0,0,0,0,0,0,20.235,20.235,20.235,216.17,216.17,216.17,104.234,104.234,104.234,101.27,101.27,101.27,34.7446666666667,34.7446666666667,34.7446666666667,113.126,113.126,113.126,37.7086666666667,37.7086666666667,37.7086666666667,75.4173333333333,75.4173333333333,75.4173333333333,25.74,25.74,25.74,22.9,22.9,22.9,2,2,2,57.44,57.44,57.44,70.07,70.07,70.07,2.47,2.47,2.47,2.5,2.5,2.5,8,8,8,100,0,0,100,0,0,963,0,0,0,0,963,0,0
"A-A-A-A-A-B-K",958,2,1953,1989,1989,39.94,55.84,55.84,9,10,10,2,3,3,61.01,93.47,93.47,30.505,46.735,46.735,0,5,5,0,0,0,15.2525,15.42255,15.42255,137.65,186.82,186.82,75.44,107.52,107.52,72.68,104.64,104.64,25.1466666666667,35.84,35.84,83.72,116.16,116.16,27.9066666666667,38.72,38.72,55.8133333333333,77.44,77.44,21.78,28.73,28.73,18.2,24.2,24.2,2,2,2,42.85,66.55,66.55,52.28,80.34,80.34,2.3,2.4,2.4,2.3,2.4,2.4,4,10,10,100,0,100,0,0,0,274,684,0,0,0,684,274,0
"H-A-A-A-A-D-K",949,1,1986,1986,1986,54.73,54.73,54.73,3,3,3,1,1,1,32.76,32.76,32.76,32.76,32.76,32.76,0,0,0,0,0,0,8.19,8.19,8.19,72.16,72.16,72.16,83.1366666666667,83.1366666666667,83.1366666666667,80.2566666666667,80.2566666666667,80.2566666666667,41.5683333333333,41.5683333333333,41.5683333333333,86.0166666666667,86.0166666666667,86.0166666666667,43.0083333333333,43.0083333333333,43.0083333333333,43.0083333333333,43.0083333333333,43.0083333333333,81.92,81.92,81.92,46.98,46.98,46.98,3,3,3,176.46,176.46,176.46,215.28,215.28,215.28,2.4,2.4,2.4,2.3,2.3,2.3,1,1,1,100,0,0,0,0,949,0,0,0,0,0,949,0,0
"F-C-B-C-A-A-L",943,1,1923,1923,1923,56.83,56.83,56.83,5,5,5,2,2,2,40.45,40.45,40.45,40.45,40.45,40.45,5,5,5,2,2,2,40.45,40.45,40.45,103.05,103.05,103.05,68.2,68.2,68.2,68.2,68.2,68.2,17.05,17.05,17.05,73.48,73.48,73.48,18.37,18.37,18.37,55.11,55.11,55.11,10.29,10.29,10.29,33.4,33.4,33.4,1,1,1,55.09,55.09,55.09,57.94,57.94,57.94,2.2,2.2,2.2,2.4,2.4,2.4,1,1,1,0,0,100,100,0,0,0,943,0,0,0,943,0,0
"B-D-C-A-A-D-B",940,1,1849,1849,1849,41.95,41.95,41.95,12,12,12,2,2,2,67.94,67.94,67.94,33.97,33.97,33.97,4,4,4,2,2,2,8.4925,8.4925,8.4925,172.93,172.93,172.93,121.212,121.212,121.212,121.212,121.212,121.212,30.303,30.303,30.303,133.644,133.644,133.644,33.411,33.411,33.411,100.233,100.233,100.233,58.39,58.39,58.39,25.8,25.8,25.8,2,2,2,57.06,57.06,57.06,69.62,69.62,69.62,2.59,2.59,2.59,2.7,2.7,2.7,8,8,8,100,0,0,0,0,0,0,940,0,0,0,940,0,0
"C-C-A-A-A-D-A",939,1,1972,1972,1972,69.52,69.52,69.52,7,7,7,2,2,2,90.67,90.67,90.67,45.335,45.335,45.335,5,5,5,2,2,2,22.6675,22.6675,22.6675,179.22,179.22,179.22,56.12,56.12,56.12,50.6,50.6,50.6,28.06,28.06,28.06,61.64,61.64,61.64,30.82,30.82,30.82,30.82,30.82,30.82,17.42,17.42,17.42,13.4,13.4,13.4,2,2,2,55.28,55.28,55.28,67.44,67.44,67.44,2.3,2.3,2.3,2.4,2.4,2.4,1,1,1,100,0,100,0,0,0,939,0,0,0,939,0,0,0
"H-C-A-C-A-C-A",939,1,1968,1968,1968,73.34,73.34,73.34,12,12,12,1,1,1,58.77,58.77,58.77,58.77,58.77,58.77,5,5,5,1,1,1,58.77,58.77,58.77,158.23,158.23,158.23,158.8,158.8,158.8,155.92,155.92,155.92,79.4,79.4,79.4,161.68,161.68,161.68,80.84,80.84,80.84,80.84,80.84,80.84,304.34,304.34,304.34,85,85,85,5,5,5,289,289,289,289,289,289,2.4,2.4,2.4,2.4,2.4,2.4,9,9,9,100,0,0,0,0,0,939,0,0,0,0,939,0,0
"F-A-A-C-A-A-A",937,1,1969,1969,1969,48.66,48.66,48.66,12,12,12,2,2,2,47.28,47.28,47.28,47.28,47.28,47.28,5,5,5,2,2,2,47.28,47.28,47.28,106.49,106.49,106.49,56.258,56.258,56.258,56.258,56.258,56.258,14.0645,14.0645,14.0645,61.778,61.778,61.778,15.4445,15.4445,15.4445,46.3335,46.3335,46.3335,21.34,21.34,21.34,26.86,26.86,26.86,1,1,1,54.88,54.88,54.88,54.88,54.88,54.88,2.3,2.3,2.3,2.4,2.4,2.4,4,4,4,100,0,0,0,0,0,937,0,0,0,937,0,0,0
"H-A-A-C-B-B-G",936,1,1975,1975,1975,63.97,63.97,63.97,5,5,5,1,1,1,40.68,40.68,40.68,40.68,40.68,40.68,0,0,0,1,1,1,40.68,40.68,40.68,109.25,109.25,109.25,220.232,220.232,220.232,217.352,217.352,217.352,110.116,110.116,110.116,223.112,223.112,223.112,111.556,111.556,111.556,111.556,111.556,111.556,331.17,331.17,331.17,109.4,109.4,109.4,6,6,6,296.64,296.64,296.64,296.64,296.64,296.64,2.4,2.4,2.4,2.4,2.4,2.4,4,4,4,100,0,0,0,0,936,0,0,0,0,0,936,0,0
"A-A-A-A-B-A-D",931,1,2003,2003,2003,70.31,70.31,70.31,3,3,3,2,2,2,53.38,53.38,53.38,26.69,26.69,26.69,0,0,0,0,0,0,13.345,13.345,13.345,142.81,142.81,142.81,70.56,70.56,70.56,67.68,67.68,67.68,23.52,23.52,23.52,79.2,79.2,79.2,26.4,26.4,26.4,52.8,52.8,52.8,5.97,5.97,5.97,16.5,16.5,16.5,2,2,2,37.47,37.47,37.47,49.09,49.09,49.09,2.4,2.4,2.4,2.02,2.02,2.02,10,10,10,0,100,0,0,0,0,0,0,931,0,0,0,0,931
"A-D-A-C-B-A-A",929,1,1956,1956,1956,54.18,54.18,54.18,9,9,9,2,2,2,88.8,88.8,88.8,44.4,44.4,44.4,5,5,5,2,2,2,44.4,44.4,44.4,176.93,176.93,176.93,114.54,114.54,114.54,111.78,111.78,111.78,38.18,38.18,38.18,122.82,122.82,122.82,40.94,40.94,40.94,81.88,81.88,81.88,17.44,17.44,17.44,26.7,26.7,26.7,2,2,2,56.16,56.16,56.16,56.16,56.16,56.16,2.3,2.3,2.3,2.3,2.3,2.3,2,2,2,100,0,0,0,0,0,929,0,0,0,929,0,0,0
